community_clusters,hashtags_of_community_clusters,score_of_community_clusters,k_mean_clusters,hashtags_of_k_mean_clusters,score_of_k_mean_clusters,levenshtein_clusters,hashtags_of_levenshtein_clusters,score_of_levenshtein_clusters,best_clusters,hashtags_of_best_clusters,score_of_best_clusters
community cluster 1860,"['prost', 'cocktail', 'mayermayer', 'refresh', 'herrengasse', 'graz', 'icetea', 'summer']",28.0,,,,,,,,,
community cluster 1861,"['icecoffee', 'Gewinnspiel', 'BagCoffeeMaker', 'digitalisierung', 'happyweekend', 'summer', '25grams', 'nachhaltigkeit']",26.0,,,,,,,,,
community cluster 1862,"['mayermayer', 'holiday', 'afterwork', 'strategy', 'graz', 'newwork', 'summer', 'innovation']",23.0,,,,,,,,,
community cluster 1863,"['cocktail', 'refresh', 'herrengasse', 'videodreh', 'graz', 'icetea', 'vacationmode']",38.25,,,,,,,,,
community cluster 1864,"['holiday', 'refresh', 'videodreh', 'graz', 'icetea', 'vacationmode', 'summer', 'afterwork']",39.0,,,,,,,,,
community cluster 1865,"['strategy', 'herrengasse', 'graz', 'newwork', 'durstlöscher', 'summer', 'innovation']",14.625,,,,,,,,,
community cluster 1866,"['refresh', 'herrengasse', 'corgi', 'graz', 'lendhafen', 'durstlöscher', 'summer']",15.75,,,,,,,,,
community cluster 1867,"['international', 'reopening', 'videodreh', 'startups', 'graz', 'coffeelover', 'dog', 'startupscenegraz']",24.0,,,,,,,,,
community cluster 1868,"['coldbrew', 'wahrelieberostetnicht', 'icecoffee', 'Gewinnspiel', 'BagCoffeeMaker', 'newwork', 'summer', 'innovation']",18.0,,,,,,,,,
community cluster 1869,"['keynotespeaker', 'insiderockets', 'mastermind', 'startups', 'corgi', 'startup', 'startupscenegraz', 'forbes30under30']",26.0,,,,,,,,,
community cluster 1870,"['growth', 'onlineacademy', 'startups', 'corgi', 'igersgraz', 'blacklivesmatter', 'startupfounder', 'rain']",36.0,,,,,,,,,
community cluster 1871,"['teamhund', 'cofoundergoals', 'frenchbulldog', 'corgi', 'dogcontent', 'dog', 'frenchie', 'rainonme']",12.0,,,,,,,,,
community cluster 1872,"['corgilove', 'cofounders', 'speaking', 'corgi', 'corgisofinstagram', 'womentech', 'keynote', 'femalemastermind']",9.0,,,,,,,,,
community cluster 1873,"['global', 'international', 'speaker', 'globalconference', 'corgi', 'conference', 'vortrag', 'startupscenegraz']",13.0,,,,,,,,,
community cluster 1874,"['international', 'startups', 'supportyourlocal', 'igersgraz', 'dog', 'startupscenegraz', '25grams', 'localbusiness']",49.0,,,,,,,,,
community cluster 1875,"['qualitytime', 'throwback', 'whataview', 'summervibes', 'jeans', 'vollfein', 'tbt', 'holidays']",59.0,,,,,,,,,
community cluster 1876,"['gründerszene', 'throwback', 'summervibes', 'jeans', 'success', 'tbt', 'ideentriebwerkgraz', 'austria']",43.0,,,,,,,,,
community cluster 1877,"['photoshoot', 'stayhome', 'ootd', 'summervibes', 'sunnyday', 'holidays', 'verrücktnachmarry', 'photoshooting']",57.0,,,,,,,,,
community cluster 1878,"['wahrelieberostetnicht', 'icecoffee', 'reopening', 'Gewinnspiel', 'rost', 'BagCoffeeMaker', 'linkinbio', 'coffee']",28.0,,,,,,,,,
community cluster 1879,"['specialtycoffee', 'coldbrew', 'wahrelieberostetnicht', 'bloomspecialtycoffee', 'rost', 'coldbrewcoffee', 'coffee', '25grams']",24.0,,,,,,,,,
community cluster 1880,"['cheersrost', 'rose', 'winelife', 'localbrand', 'cheers', 'winelover', '25grams', 'drinkstagram']",28.0,,,,,,,,,
community cluster 1881,"['roséallday', 'coldbrew', 'wineoclock', '25grams', 'coffee', 'giveaway']",28.75,,,,,,,,,
community cluster 1882,"['specialtycoffee', 'rose', 'wine', 'coldbrew', 'bloomspecialtycoffee', 'rost', 'coldbrewcoffee', 'coffee']",25.0,,,,,,,,,
community cluster 1883,"['cheersrost', 'ingwer', 'ginger', 'wermut', 'coldbrew', 'editions', 'cheers', 'wermouth']",26.0,,,,,,,,,
community cluster 1884,"['winelife', 'coldbrew', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",51.0,,,,,,,,,
community cluster 1885,"['specialtycoffee', 'vegan', 'style', 'bloomspecialtycoffee', 'italia', 'coldbrewcoffee', 'italy', 'coffee']",50.0,,,,,,,,,
community cluster 1886,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'coffee', 'summer', 'wermouth']",27.0,,,,,,,,,
community cluster 1887,"['winelife', 'editions', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'coffee', 'localbusiness']",56.0,,,,,,,,,
community cluster 1888,"['fresh', 'wineoclock', 'sun', 'pokebowl', 'coffee', 'winterwonderland', 'giveaway', 'spring']",50.0,,,,,,,,,
community cluster 1889,"['italia', 'vienna', 'BagCoffeeMaker', 'healthy', 'winelover', 'italy', 'trieste', 'winterwonderland']",45.0,,,,,,,,,
community cluster 1890,"['lockdown', 'vegan', 'kunsthauscafe', 'enjoylife', 'vienna', 'winelover', 'italy', 'organic']",63.0,,,,,,,,,
community cluster 1891,"['summer', 'soon', 'vegan', 'organic', 'style', 'healthy', 'italy', 'winterwonderland']",54.0,,,,,,,,,
community cluster 1892,"['bloom', 'rose', 'wahrelieberostetnicht', 'bloomspecialtycoffee', 'icecoffee', 'Gewinnspiel', 'rost', 'BagCoffeeMaker']",18.0,,,,,,,,,
community cluster 1893,"['specialtycoffee', 'wine', 'ingwer', 'ginger', 'wermut', 'bloomspecialtycoffee', 'coldbrewcoffee', 'summer']",19.0,,,,,,,,,
community cluster 1894,"['cheersrost', 'editions', 'drinkstagram', 'bloomspecialtycoffee', 'cheers', 'supportyourlocal', 'igersgraz', 'wermouth']",52.0,,,,,,,,,
community cluster 1895,"['winelife', 'roséallday', 'bloomspecialtycoffee', 'wineoclock', 'localbrand', 'winelover', 'localbusiness', 'giveaway']",24.0,,,,,,,,,
community cluster 1896,"['specialtycoffee', 'style', 'bloomspecialtycoffee', 'fresh', 'win', 'coldbrewcoffee']",35.0,,,,,,,,,
community cluster 1897,"['bloomcoffeeschool', 'specialtycoffee', 'rose', 'wahrelieberostetnicht', 'icecoffee', 'Gewinnspiel', 'rost', 'BagCoffeeMaker']",18.0,,,,,,,,,
community cluster 1898,"['specialtycoffee', 'wine', 'ingwer', 'ginger', 'wermut', 'coldbrewcoffee', 'summer', 'wermouth']",19.0,,,,,,,,,
community cluster 1899,"['cheersrost', 'specialtycoffee', 'editions', 'cheers', 'supportyourlocal', 'igersgraz', 'localbusiness', 'drinkstagram']",54.0,,,,,,,,,
community cluster 1900,"['specialtycoffee', 'winelife', 'roséallday', 'wineoclock', 'localbrand', 'coldbrewcoffee', 'winelover', 'giveaway']",22.0,,,,,,,,,
community cluster 1901,"['honduras', 'honey', 'vegan', 'collab', 'kunsthauscafe', 'Gewinnspiel', 'BagCoffeeMaker', 'pure']",30.0,,,,,,,,,
community cluster 1902,"['ginger', 'vegan', 'enjoylife', 'vienna', 'cheers', 'coffeelover', 'localbusiness', 'drinkstagram']",58.0,,,,,,,,,
community cluster 1903,"['vegan', 'kunsthaus', 'superfood', 'coffeelover', 'pokebowl', 'summer', 'spring']",39.375,,,,,,,,,
community cluster 1904,"['nirto', 'wahrelieberostetnicht', 'icecoffee', 'Gewinnspiel', 'BagCoffeeMaker', 'nitrocoffee', 'italianstyle', 'coldbrewcoffee']",16.0,,,,,,,,,
community cluster 1905,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'rost', 'coldbrewcoffee', 'summer']",19.0,,,,,,,,,
community cluster 1906,"['cheersrost', 'editions', 'drinkstagram', 'cheers', 'supportyourlocal', 'igersgraz', 'coldbrewcoffee', 'wermouth']",52.0,,,,,,,,,
community cluster 1907,"['winelife', 'winelover', 'roséallday', 'style', 'wineoclock', 'coldbrewcoffee', 'localbusiness', 'giveaway']",29.0,,,,,,,,,
community cluster 1908,"['armani', 'ginger', 'emporioarmani', 'style', 'vienna', 'BagCoffeeMaker', 'sun', 'goodtimes']",45.0,,,,,,,,,
community cluster 1909,"['ginger', 'style', 'Gewinnspiel', 'vienna', 'BagCoffeeMaker', 'enjoy', 'win', 'spring']",54.0,,,,,,,,,
community cluster 1910,"['lockdown', 'wahrelieberostetnicht', 'icecoffee', 'kunsthauscafe', 'Gewinnspiel', 'BagCoffeeMaker', 'summer', 'fakeittillumakeit']",22.0,,,,,,,,,
community cluster 1911,"['rose', 'wine', 'ginger', 'wermut', 'rost', 'enjoylife', 'coffeelover', 'summer']",23.0,,,,,,,,,
community cluster 1912,"['localbusiness', 'cheersrost', 'wermouth', 'editions', 'localbrand', 'winelover', 'summer', 'drinkstagram']",24.0,,,,,,,,,
community cluster 1913,"['winelife', 'roséallday', 'wineoclock', 'BagCoffeeMaker', 'summer', 'giveaway']",16.25,,,,,,,,,
community cluster 1914,"['cheersrost', 'localbrand', 'BagCoffeeMaker', 'coffeelover', 'supportyourlocal', 'igersgraz', 'localbusiness', 'giveaway']",55.0,,,,,,,,,
community cluster 1915,"['soon', 'kunsthaus', 'vienna', 'BagCoffeeMaker', 'coffeelover', 'organic', 'yummy', 'spring']",54.0,,,,,,,,,
community cluster 1916,"['happysummer', 'lockdown', 'dontpanicitsorganic', 'kunsthauscafe', 'Gewinnspiel', 'graz', 'BagCoffeeMaker', 'organic']",27.0,,,,,,,,,
community cluster 1917,"['localbusiness', 'ginger', 'refreshing', 'enjoylife', 'cheers', 'igersgraz', 'organic', 'drinkstagram']",56.0,,,,,,,,,
community cluster 1918,"['guji', 'bookkisa', 'natural', 'ethiopia', '25gramscoffee', 'felixkaffee', 'BagCoffeeMaker', 'noartificialanything']",9.0,,,,,,,,,
community cluster 1919,"['founder', 'enjoylife', 'goodtimes', 'sun', 'BagCoffeeMaker', 'enjoy', 'nosugar']",33.75,,,,,,,,,
community cluster 1920,"['clean', 'easydrinking', 'enjoylife', 'graz', 'BagCoffeeMaker', 'panchito', 'Distributors', 'tasteslikesummer']",11.0,,,,,,,,,
community cluster 1921,"['Filter', 'Patent', 'COFFEE', 'Coffee', 'Sample', 'brand', 'Factory', 'BagCoffeeMaker']",10.0,,,,,,,,,
community cluster 1922,"['Travel', 'Reusable', 'BagCoffeeMaker', 'Promotional', 'Roaster', 'Specialty', 'Brew', 'Compostable']",9.0,,,,,,,,,
community cluster 1923,"['lockdown', 'Barista', 'Bigbertha', 'homeoffice', 'BagCoffeeMaker', 'allnatural', '30servings', 'colombia']",20.0,,,,,,,,,
community cluster 1924,"['icebaby', 'nosugaradded', 'handcrafted', 'icecoffee', 'dragonballz', 'vitaminsea', 'officiallysummer', 'BagCoffeeMaker']",13.0,,,,,,,,,
community cluster 1925,"['espresso', 'mixology', 'kunsthauscafe', 'espressomartini', 'inaustria', 'graz', 'BagCoffeeMaker', 'martini']",10.0,,,,,,,,,
community cluster 1926,"['opening', 'drinkcoffeelikewine', 'tribeka', 'coffeecocktail', 'havehere', 'reopening', 'Gewinnspiel', 'BagCoffeeMaker']",17.0,,,,,,,,,
community cluster 1927,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'wahrelieberostetnicht', 'rost', 'BagCoffeeMaker']",21.0,,,,,,,,,
community cluster 1928,"['cheersrost', 'editions', 'drinkstagram', 'BagCoffeeMaker', 'cheers', 'supportyourlocal', 'igersgraz', 'wermouth']",52.0,,,,,,,,,
community cluster 1929,"['letscelebrate', 'localbrand', 'BagCoffeeMaker', 'win', '15percentoff', 'winelover', 'localbusiness', 'internatinalcoffeeday']",24.0,,,,,,,,,
community cluster 1930,"['today', 'redbourbon', 'BagCoffeeMaker', 'kombuchafermented', 'elsalvador', 'drinkcoffeedogood', 'nostuffadded', 'wildkaffee']",9.0,,,,,,,,,
community cluster 1931,"['origintrip', 'coffeefarm', 'coffeedryingbeds', 'garmischpartenkirchen', 'refreshing', 'BagCoffeeMaker', 'greencoffee', 'drink']",16.0,,,,,,,,,
community cluster 1932,"['bäckereiöfferl', 'öfferlbrot', 'öfferl', 'sogood', 'BagCoffeeMaker', 'healthy', 'bio', 'arisanal']",19.0,,,,,,,,,
community cluster 1933,"['25GRAMS', 'superfooddeli', 'suessmundkaffee', 'superfood', 'BagCoffeeMaker', 'açaí', 'pokebowl', 'Vienna']",11.0,,,,,,,,,
community cluster 1934,"['acaibowl', 'origin', 'Nitro', 'offer', 'cybermonday', 'BagCoffeeMaker', 'nitrobaby', 'blackfriday']",9.0,,,,,,,,,
community cluster 1935,"['noadditives', 'freeshipping', 'anniversary', 'wildkaffeerösterei', 'huila', 'BagCoffeeMaker', 'numberten', 'roasting']",10.0,,,,,,,,,
community cluster 1936,"['forhomeandcommercialuse', 'nitro', 'BagCoffeeMaker', 'coffeeontap', 'booom', 'nitrocoldbrew', 'ontap', 'spring']",16.0,,,,,,,,,
community cluster 1937,"['jonathangal', 'podcast', 'headbrewer', 'realtalk', 'humblebeginnings', 'BagCoffeeMaker', 'vcl', 'viennacoffeelifestyle']",12.0,,,,,,,,,
community cluster 1938,"['kunsthaus', 'coffeeaddict', 'fightcoldwithcold', 'BagCoffeeMaker', '25gramscoldbrew', 'coffeemixology', 'coffeegram', 'balthasar']",10.0,,,,,,,,,
community cluster 1939,"['Winter', 'extraction', 'BagCoffeeMaker', 'klagenfurtamwörthersee', 'lendhafen', 'klagenfurt', 'cold', 'winterwonderland']",21.0,,,,,,,,,
community cluster 1940,"['fruity', 'fresh', 'gujizone', 'turewaji', 'BagCoffeeMaker', 'bean2bottle', 'transparency', 'yummy']",26.0,,,,,,,,,
community cluster 1941,"['coffeetree', 'soon', 'certifiedorganic', 'Gewinnspiel', 'takecare', 'graz', 'BagCoffeeMaker', 'indoors']",13.0,,,,,,,,,
community cluster 1942,"['lockdown', 'ginger', 'kunsthauscafe', 'vienna', 'supportyourlocal', 'win', 'bio', 'drinkstagram']",55.0,,,,,,,,,
community cluster 1943,"['lockdown', 'fresh', 'icecoffee', 'kunsthauscafe', 'graz', 'goodtimes', 'winterwonderland', 'spring']",36.0,,,,,,,,,
community cluster 1944,"['icecoffee', 'reopening', 'vienna', 'homeoffice', 'graz', 'supportyourlocal', 'igersgraz', 'bio']",60.0,,,,,,,,,
community cluster 1945,"['rose', 'wine', 'ingwer', 'ginger', 'wahrelieberostetnicht', 'icecoffee', 'rost', 'Gewinnspiel']",24.0,,,,,,,,,
community cluster 1946,"['cheersrost', 'wermut', 'editions', 'drinkstagram', 'icecoffee', 'cheers', 'localbusiness', 'wermouth']",27.0,,,,,,,,,
community cluster 1947,"['winelife', 'roséallday', 'icecoffee', 'wineoclock', 'localbrand', 'win', 'winelover', 'giveaway']",28.0,,,,,,,,,
community cluster 1948,"['opening', 'ginger', 'reopening', 'Gewinnspiel', 'kunsthauscafe', 'graz', 'localbusiness', 'drinkstagram']",26.0,,,,,,,,,
community cluster 1949,"['kunsthaus', 'refreshing', 'localbrand', 'superfood', 'graz', 'drink', 'bio', 'giveaway']",26.0,,,,,,,,,
community cluster 1950,"['gründerszene', 'ideentriebwerk', 'visionnaire', 'graz', 'startup', 'ideentriebwerkgraz', 'klagenfurt', 'entrepreneurship']",26.0,,,,,,,,,
community cluster 1951,"['opening', 'refreshing', 'kunsthauscafe', 'supportyourlocal', 'igersgraz', 'drink', 'winterwonderland']",56.25,,,,,,,,,
community cluster 1952,"['opening', 'ginger', 'fresh', 'supportyourlocal', 'cold', 'localbusiness', 'yummy']",45.0,,,,,,,,,
community cluster 1953,"['cheersrost', 'reopening', 'localbrand', 'supportyourlocal', 'igersgraz', 'bio', 'localbusiness', 'giveaway']",56.0,,,,,,,,,
community cluster 1954,"['ginger', 'wermouth', 'wermut', 'editions', 'fresh', 'reopening', 'sun', 'spring']",39.0,,,,,,,,,
community cluster 1955,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'wahrelieberostetnicht', 'rost', 'Gewinnspiel']",24.0,,,,,,,,,
community cluster 1956,"['cheersrost', 'editions', 'drinkstagram', 'Gewinnspiel', 'cheers', 'supportyourlocal', 'igersgraz', 'wermouth']",55.0,,,,,,,,,
community cluster 1957,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'Gewinnspiel', 'winelover', 'localbusiness', 'giveaway']",27.0,,,,,,,,,
community cluster 1958,"['kunsthaus', 'wahrelieberostetnicht', 'fresh', 'Gewinnspiel', 'sun', 'win', 'drink']",45.0,,,,,,,,,
community cluster 1959,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'wahrelieberostetnicht', 'rost', 'wermouth']",21.0,,,,,,,,,
community cluster 1960,"['cheersrost', 'wahrelieberostetnicht', 'editions', 'cheers', 'supportyourlocal', 'igersgraz', 'localbusiness', 'drinkstagram']",54.0,,,,,,,,,
community cluster 1961,"['winelife', 'roséallday', 'wahrelieberostetnicht', 'wineoclock', 'localbrand', 'rost', 'winelover', 'giveaway']",22.0,,,,,,,,,
community cluster 1962,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'editions', 'rost', 'wermouth']",21.0,,,,,,,,,
community cluster 1963,"['cheersrost', 'rost', 'cheers', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",56.0,,,,,,,,,
community cluster 1964,"['rose', 'winelife', 'roséallday', 'fresh', 'wineoclock', 'rost', 'win', 'giveaway']",29.0,,,,,,,,,
community cluster 1965,"['rose', 'wine', 'ingwer', 'ginger', 'wermut', 'editions', 'cheers', 'wermouth']",25.0,,,,,,,,,
community cluster 1966,"['cheersrost', 'rose', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",53.0,,,,,,,,,
community cluster 1967,"['rose', 'wine', 'roséallday', 'fresh', 'wineoclock', 'win', 'giveaway']",31.5,,,,,,,,,
community cluster 1968,"['cheersrost', 'wine', 'ingwer', 'ginger', 'wermut', 'editions', 'cheers', 'wermouth']",27.0,,,,,,,,,
community cluster 1969,"['wine', 'winelife', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",52.0,,,,,,,,,
community cluster 1970,"['wine', 'ginger', 'fresh', 'vienna', 'win', 'bio', 'giveaway']",50.625,,,,,,,,,
community cluster 1971,"['cheersrost', 'ingwer', 'ginger', 'wermut', 'editions', 'drinkstagram', 'cheers', 'wermouth']",29.0,,,,,,,,,
community cluster 1972,"['ingwer', 'winelife', 'roséallday', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness']",50.0,,,,,,,,,
community cluster 1973,"['ingwer', 'ginger', 'wermut', 'wineoclock', 'win', 'giveaway', 'wermouth']",30.375,,,,,,,,,
community cluster 1974,"['cheersrost', 'ginger', 'wermut', 'editions', 'drinkstagram', 'cheers', 'igersgraz', 'wermouth']",47.0,,,,,,,,,
community cluster 1975,"['ginger', 'winelife', 'wermut', 'roséallday', 'localbrand', 'supportyourlocal', 'winelover', 'localbusiness']",30.0,,,,,,,,,
community cluster 1976,"['cheersrost', 'wermut', 'editions', 'drinkstagram', 'cheers', 'igersgraz', 'localbusiness', 'wermouth']",47.0,,,,,,,,,
community cluster 1977,"['winelife', 'wermut', 'roséallday', 'localbrand', 'winelover', 'wermouth']",18.75,,,,,,,,,
community cluster 1978,"['cheersrost', 'wermouth', 'editions', 'cheers', 'supportyourlocal', 'igersgraz', 'localbusiness', 'drinkstagram']",54.0,,,,,,,,,
community cluster 1979,"['roséallday', 'editions', 'wineoclock', 'cheers', 'win', 'giveaway', 'wermouth']",30.375,,,,,,,,,
community cluster 1980,"['cheersrost', 'editions', 'localbrand', 'cheers', 'supportyourlocal', 'igersgraz', 'localbusiness', 'drinkstagram']",55.0,,,,,,,,,
community cluster 1981,"['winelife', 'editions', 'wineoclock', 'cheers', 'win', 'winelover', 'giveaway']",32.625,,,,,,,,,
community cluster 1982,"['cheersrost', 'kunsthaus', 'refreshing', 'localbrand', 'cheers', 'supportyourlocal', 'igersgraz', 'localbusiness']",53.0,,,,,,,,,
community cluster 1983,"['cheersrost', 'soon', 'fresh', 'cheers', 'igersgraz', 'drinkstagram']",56.25,,,,,,,,,
community cluster 1984,"['cheersrost', 'winelife', 'localbrand', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",53.0,,,,,,,,,
community cluster 1985,"['cheersrost', 'roséallday', 'wineoclock', 'win', 'giveaway', 'drinkstagram']",32.5,,,,,,,,,
community cluster 1986,"['winelife', 'localbrand', 'win', 'supportyourlocal', 'igersgraz', 'winelover', 'localbusiness', 'drinkstagram']",57.0,,,,,,,,,
community cluster 1987,"['kunsthaus', 'superfood', 'vienna', 'healthy', 'igersgraz', 'bio', 'drinkstagram']",64.125,,,,,,,,,
community cluster 1988,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'win', 'igersgraz', 'localbusiness', 'giveaway']",48.0,,,,,,,,,
community cluster 1989,"['kunsthaus', 'refreshing', 'vienna', 'goodtimes', 'supportyourlocal', 'igersgraz', 'drink']",67.5,,,,,,,,,
community cluster 1990,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'supportyourlocal', 'winelover', 'localbusiness', 'spring']",34.0,,,,,,,,,
community cluster 1991,"['winelife', 'roséallday', 'fresh', 'wineoclock', 'refreshing', 'supportyourlocal', 'winelover', 'winterwonderland']",34.0,,,,,,,,,
community cluster 1992,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'win', 'winelover', 'localbusiness', 'giveaway']",30.0,,,,,,,,,
community cluster 1993,"['soon', 'kunsthaus', 'fresh', 'localbrand', 'win', 'drink', 'localbusiness', 'spring']",39.0,,,,,,,,,
community cluster 1994,"['winelife', 'roséallday', 'wineoclock', 'localbrand', 'win', 'winelover', 'giveaway']",29.25,,,,,,,,,
community cluster 1995,"['winelife', 'roséallday', 'wineoclock', 'vienna', 'healthy', 'win', 'winelover', 'giveaway']",44.0,,,,,,,,,
community cluster 1996,"['winelife', 'roséallday', 'wineoclock', 'win', 'giveaway']",26.125,,,,,,,,,
