community_clusters,hashtags_of_community_clusters,score_of_community_clusters,silhouette_score_of_community_cluster,score_multiplied
community cluster 2929,"['yellowheels', 'happyhalloween', 'halloween2020', 'shoesonfire', 'cacinspo', 'newshoes', 'memes', 'yellowshoes']",20,-0.263157894736842,-5.26315789473684
community cluster 2938,"['yellowheels', 'duck', 'happyhalloween', 'halloween2020', 'shoesonfire', 'newshoes', 'memes', 'yellowshoes']",20,-0.263157894736842,-5.26315789473684
community cluster 2944,"['yellowheels', 'happyhalloween', 'halloween2020', 'shoesonfire', 'memes', 'newshoes', 'shoesaddict', 'yellowshoes']",20,-0.263157894736842,-5.26315789473684
community cluster 3037,"['yellowheels', 'firstprize', 'happyhalloween', 'halloween2020', 'redhighheels', 'popupstores', 'redheels', 'memes']",20,-0.263157894736842,-5.26315789473684
community cluster 80,"['sunshine', 'animals', 'holiday', 'graz', 'greece', 'australia', 'dream', 'austria']",31,-0.169871794871795,-5.26602564102564
community cluster 2135,"['auszeit', 'österreich', 'style', 'sunday', 'selfmade', 'frühling', 'spring']",54,-0.097560975609756,-5.26829268292683
community cluster 3695,"['cessna152', 'summerfeeling', 'forestlove', 'treesinnature', 'photography', 'trees', 'forest', 'treesofinstagram']",28,-0.188405797101449,-5.27536231884058
community cluster 457,"['christmas', 'frühstück', 'love', 'wandern', 'christmastime', 'salami', 'healthyfood', 'cat']",57,-0.092592592592593,-5.27777777777778
community cluster 3428,"['firstprize', 'toohottohandle', 'challengeyourself', 'redhighheels', 'challengeaccepted', 'redheels', 'waterchallenge']",13.5,-0.390977443609023,-5.2781954887218
community cluster 1565,"['valentinesday', 'christmas', 'merrychristmas', 'graz', 'froheweihnachten']",23.375,-0.226190476190476,-5.28720238095238
community cluster 46,"['blackouttuesday', 'explore', 'travelphotography', 'travel', 'nature', 'history', 'photography', 'happyme']",68,-0.077777777777778,-5.28888888888889
community cluster 367,"['goodmorning', 'geschenke', 'xmas', 'merrychristmas', 'party', 'enjoy', 'food', 'sonnenuntergang']",47,-0.112676056338028,-5.29577464788732
community cluster 1047,"['pflanzlich', 'abnehmen', 'summervibes', 'frucht', 'glutenfrei', 'antipasti', 'bio', 'summer']",35,-0.151515151515152,-5.30303030303031
community cluster 1466,"['goodmorning', 'cute', 'music', 'lockdown', 'style', 'life', 'steiermark', 'selfie']",61,-0.086956521739131,-5.30434782608696
community cluster 2370,"['corona', 'genuss', 'tealove', 'water', 'stayhydrated', 'graz', 'grazliebe', 'geldsparen']",23,-0.230769230769231,-5.30769230769231
community cluster 162,"['pride', 'styria', 'graz', 'goodtimes', 'holidays', 'summer', 'art']",46.125,-0.11520737327189,-5.3139400921659
community cluster 1386,"['blumenwiese', 'traveltheworld', 'ootd', 'inlove', 'outfit', 'vacation', 'vacationmode', 'outfitoftheday']",40,-0.133333333333333,-5.33333333333333
community cluster 1325,"['fashionstyle', 'austrianblogger', 'summervibes', 'fashioninspo', 'fashionista', 'fashionphotography', 'styleinspo', 'ootdfashion']",40,-0.133333333333333,-5.33333333333333
community cluster 1139,"['newyearseve', 'asianfood', 'buffet', 'foodporn', 'mongolianbbq', 'celebration', 'newyears', 'sushitime']",28,-0.190476190476191,-5.33333333333333
community cluster 2945,"['red', 'firstprize', 'redlove', 'shoesoftheday', 'shoeslover', 'newshoes', 'redheels', 'shoesaddict']",12,-0.444444444444444,-5.33333333333333
community cluster 1730,"['hitze', 'netherlands', 'erfrischend', 'urlaub', 'review', 'frisch', 'rezepte', 'tester']",24,-0.222222222222222,-5.33333333333334
community cluster 3600,"['österreichweit', 'visitsteiermark', 'steiermarkfrühling', 'steiermarkliebe', 'steiermark', 'südoststeiermark', 'steiermarktourismus', 'styriaisbeautiful']",24,-0.222222222222222,-5.33333333333334
community cluster 2751,"['wonderful', 'goodvibes', 'travel', 'summerinthecity', 'student', 'vienna', 'repost', 'fun']",61,-0.087719298245614,-5.35087719298245
community cluster 1116,"['newyearseve', 'asianfood', 'sushitime', 'mongolianbbq', 'sushi', 'foodquotes', 'sushiforlife', 'asiatisch']",19,-0.28169014084507,-5.35211267605634
community cluster 729,"['freude', 'herzensweg', 'wahrheitleben', 'zitamartus', 'klarheit', 'mut', 'berufung', 'wahrheit']",21,-0.254901960784314,-5.35294117647059
community cluster 3403,"['yellowheels', 'red', 'statement', 'fashionlover', 'fashionstatement', 'redlove', 'streetfashion', 'redheels']",14,-0.382352941176471,-5.35294117647059
community cluster 3243,"['yellowheels', 'exploretheworld', 'shoesoftheyear', 'halloween2020', 'shoesonfire', 'yellowshoes']",18.75,-0.285714285714286,-5.35714285714286
community cluster 908,"['foodphotography', 'lecker', 'backenistliebe', 'backenmitliebe', 'dessert', 'food', 'torte', 'droetker']",38,-0.141304347826087,-5.3695652173913
community cluster 728,"['herzensfreude', 'wahrheitleben', 'glaubandich', 'selbstbewusstsein', 'selbstliebe', 'soundhorn', 'folgedeinemherzen', 'dubistwertvoll']",17,-0.316279069767442,-5.37674418604651
community cluster 2439,"['muttertag', 'valentinstag', 'kunsthauscafegraz', 'mothersday', 'brunch', 'zeit', 'sonne', 'liebe']",30,-0.179310344827586,-5.37931034482759
community cluster 3232,"['yellowheels', 'lockdown', 'lockdown2020', 'halloween2020', 'shoesonfire', 'redheels', 'yellowshoes']",24.75,-0.217391304347826,-5.3804347826087
community cluster 1781,"['gewinnspiel', 'österreich', 'selfmade', 'lemon', 'zitrone', 'tasting', 'vegetarisch', 'weekend']",50,-0.107692307692308,-5.38461538461538
community cluster 2146,"['tongue', 'littlebitcrazy', 'refreshing', 'showtongue', 'icetea', 'langeweile', 'filter', 'crazy']",20,-0.269230769230769,-5.38461538461538
community cluster 3704,"['cessna', 'airport', 'upinthesky', 'madeinaustria', 'cessna152flying', 'cessna152pilot', 'cessna152aerobat', 'photoshooting']",15,-0.359375,-5.390625
community cluster 915,"['grazaustria', 'gewinnspiel', 'chili', 'startup', 'food', 'esseningraz', 'veganfood', 'igersaustria']",68,-0.079365079365079,-5.39682539682539
community cluster 1528,"['music', 'explore', 'lgbtq', 'fun', 'life', 'steiermark', 'reels', 'lgbt']",54,-0.1,-5.4
community cluster 2698,"['muttertag', 'bier', 'abkühlung', 'steiermark', 'matetea', 'win', 'organic', 'berries']",53,-0.10188679245283,-5.4
community cluster 2714,"['muttertag', 'urlaub', 'shopping', 'cinema', 'familie', 'kids', 'food', 'feiern']",36,-0.15,-5.4
community cluster 2494,"['adventure', 'view', 'explore', '2021', 'ocean', 'landscape', 'mountainlove']",33.75,-0.16,-5.4
community cluster 3196,"['yellowheels', 'motherhoodunplugged', 'firstprize', 'halloween2020', 'shoesonfire', 'redhighheels', 'redheels', 'yellowshoes']",18,-0.3,-5.4
community cluster 3245,"['yellowheels', 'highheelsfetish', 'halloween2020', 'highheellover', 'shoesonfire', 'yellowshoes']",16.25,-0.333333333333333,-5.41666666666667
community cluster 1404,"['instagram', 'sunshine', 'ootd', 'art', 'nofilter', 'beauty', 'weekend']",50.625,-0.107142857142857,-5.42410714285714
community cluster 823,"['inspiration', 'lockdown', 'igergraz', 'gründerin', 'frühstückingraz', 'happyweekend', 'gastronomie', 'interview']",41,-0.132352941176471,-5.42647058823529
community cluster 3456,"['instashoes', 'firstprize', 'weekendmood', 'highheelsaddiction', 'redhighheels', 'win', 'highquality']",22.5,-0.241217798594848,-5.42740046838407
community cluster 3690,"['naturjuwel', 'visitschladming', 'styria', 'natureinaustria', 'hochwurzenschladming', 'sunfun', 'lakeinstyria', '1852m']",22,-0.246753246753247,-5.42857142857143
community cluster 1121,"['newyearseve', 'asianfood', 'mongolianbbq', 'celebration', 'sushi', 'asiatisch', 'sushiforlife', 'sushitime']",20,-0.271428571428571,-5.42857142857143
community cluster 2073,"['qualitytime', 'beautifulday', 'styria', 'sunnyday', 'xmas', 'photography', 'traveladdict', 'summer']",52,-0.104477611940299,-5.43283582089552
community cluster 3390,"['yellowheels', 'shoeporn', 'streetwearfashion', 'outfitinspo', 'shoegasm', 'ootdfashion', 'outfits', 'streetartphotography']",11,-0.493975903614458,-5.43373493975904
community cluster 1802,"['Repost', 'bingo', 'musikbingo', 'bingosounds', 'graz', 'fun', 'austria', 'bingoqueen']",24,-0.226415094339623,-5.43396226415095
community cluster 2948,"['mia', 'shoestartup', 'believeinyourself', 'nevertooold', 'nevergiveup', 'believer', 'mockery', 'newshoes']",10,-0.544117647058823,-5.44117647058823
community cluster 74,"['view', 'sunshine', 'life', 'inlove', 'india', 'austria', 'summer']",22.5,-0.242424242424242,-5.45454545454546
community cluster 3413,"['yellowheels', 'new', 'shop', 'designshoes', 'designforlife', 'shoeshop', 'shoplocal', 'discover']",15,-0.363636363636364,-5.45454545454546
community cluster 7,"['view', 'holiday', 'spielberg', 'bay', 'nice', 'vacation', 'green', 'sea']",47,-0.116161616161616,-5.45959595959596
community cluster 1819,"['inspiration', 'summervibes', 'nature', 'outfit', 'art', 'flowerpower', 'igersaustria', 'spring']",86,-0.063492063492064,-5.46031746031746
community cluster 1341,"['foodphotography', 'travel', 'foodlover', 'ootd', 'austrianblogger', 'healthylifestyle', 'yoga']",56.25,-0.097142857142857,-5.46428571428571
community cluster 3766,"['castlelovers', 'riegersburgblick', 'love', 'castlephotography', 'travelfriends', 'riegersburgcastle', 'dieriegersburg', 'riegersburg']",27,-0.20253164556962,-5.46835443037975
community cluster 3124,"['bat', 'footwearfashion', 'firstprize', 'footwear', 'highheelshoes', 'batman', 'highheelsneakers', 'footweardesign']",9,-0.608108108108108,-5.47297297297297
community cluster 2469,"['qualitytime', 'livingthegoodlife', 'colorfullife', 'goodvibes', 'timeforadress', 'sofresh', 'fancy', 'sofree']",26,-0.210526315789474,-5.47368421052632
community cluster 1599,"['dose', 'rolantrettl', 'kunstausderdose', 'notjustapearlchallenge', 'spray', 'trettl', 'taste', 'kunst']",12,-0.456140350877193,-5.47368421052632
community cluster 907,"['gewinnspiel', 'lecker', 'foodblogger', 'reels', 'igersgraz', 'veganlife', 'grazblogger', 'igersaustria']",69,-0.079365079365079,-5.47619047619047
community cluster 2025,"['goodmorning', 'holiday', 'throwback', 'flowers', 'longhair', 'vacationmode', 'tuscany', 'weekend']",63,-0.086956521739131,-5.47826086956522
community cluster 2390,"['fairfashion', 'summer', 'sonntag', 'flowers', 'relax', 'mood', 'winterwonderland', 'wein']",40,-0.136986301369863,-5.47945205479452
community cluster 1421,"['lecker', 'cake', 'restaurant', 'healthy', 'rezepte', 'kochen', 'cooking', 'delicious']",45,-0.121951219512195,-5.48780487804878
community cluster 624,"['holiday', 'hiking', 'split', 'bookstagram', 'citylife', 'sunday', 'party', 'weekend']",59,-0.093023255813954,-5.48837209302326
community cluster 684,"['gewinnspiel', 'igergraz', 'mut', 'graz', 'diesteirerin', 'fairtrade', 'happyweekend', 'bosnia']",30,-0.183098591549296,-5.49295774647887
community cluster 1861,"['icecoffee', 'Gewinnspiel', 'BagCoffeeMaker', 'digitalisierung', 'happyweekend', 'summer', '25grams', 'nachhaltigkeit']",26,-0.211267605633803,-5.49295774647887
community cluster 1335,"['foodphotography', 'travel', 'lookoftheday', 'picoftheday', 'hochdiehändewochenende', 'yoga', 'florence', 'vacationmode']",45,-0.122222222222222,-5.5
community cluster 2350,"['goodmorning', 'flowersofinstagram', 'inspiration', 'flowers', 'flowerstagram', 'mood', 'seaside', 'flowerpower']",44,-0.125,-5.5
community cluster 3262,"['mumie', 'halloweenkostüm', 'wedge', 'kostüm', 'halloween2020', 'expensivelifestyles', 'wedgesshoes', 'wedges']",11,-0.5,-5.5
community cluster 905,"['foodphotography', 'vegetarian', 'soulfood', 'nachspeise', 'dessert', 'startup', 'food', 'healthyfood']",49,-0.112359550561798,-5.50561797752809
community cluster 512,"['winter', 'cake', 'icetea', 'instagood', 'tee', 'fashion', 'milktea', 'fruits']",51,-0.108108108108108,-5.51351351351351
community cluster 2875,"['yellowheels', 'happyhalloween', 'halloween2020', 'shoesonfire', 'lookingmybest', 'newshoes', 'memes', 'yellowshoes']",20,-0.275862068965517,-5.51724137931035
community cluster 2878,"['yellowheels', 'happyhalloween', 'halloween2020', 'shoesonfire', 'highheelsneaker', 'newshoes', 'memes', 'yellowshoes']",20,-0.275862068965517,-5.51724137931035
community cluster 2898,"['yellowheels', 'newshoes', 'happyhalloween', 'halloween2020', 'shoesonfire', 'shoesdesigner', 'memes', 'yellowshoes']",20,-0.275862068965517,-5.51724137931035
community cluster 2942,"['yellowheels', 'happyhalloween', 'halloween2020', 'shoesonfire', 'shoesstagram', 'newshoes', 'memes', 'yellowshoes']",20,-0.275862068965517,-5.51724137931035
community cluster 3067,"['yellowheels', 'artinspirations', 'happyhalloween', 'halloween2020', 'shoesonfire', 'redheels', 'memes', 'yellowshoes']",20,-0.275862068965517,-5.51724137931035
community cluster 1159,"['celebrate', 'newyearsparty', 'happynewyear', 'nye', 'party', 'holidays', 'newyearsday', 'sushitime']",35,-0.157894736842105,-5.52631578947368
community cluster 509,"['detox', 'cake', 'photography', 'cider', 'icetea', 'tee', 'handmade', 'yummy']",54,-0.102564102564103,-5.53846153846154
community cluster 1388,"['foto', 'mountain', 'tellers', 'bridge', 'startups', 'graz', 'marry', 'sonnenuntergang']",19,-0.291666666666667,-5.54166666666667
community cluster 1051,"['summer', 'abnehmen', 'organic', 'apfel', 'frucht', 'newdrink', 'energy', 'staytuned']",25,-0.222222222222222,-5.55555555555556
community cluster 866,"['foodphotography', 'backenistliebe', 'backenmitliebe', 'nachspeise', 'dessert', 'backen', 'food', 'torte']",33,-0.168421052631579,-5.5578947368421
community cluster 384,"['christmas', 'cocktail', 'mixology', 'party', 'healthy', 'food', 'enjoy', 'drink']",51,-0.109090909090909,-5.56363636363636
community cluster 2274,"['cooldrinks', 'styria', 'shake', 'shakeshakeshake', 'videodreh', 'gutaufgelegt', 'videoeffects', 'regional']",30,-0.185714285714286,-5.57142857142857
community cluster 293,"['adventuretime', 'traveling', 'styria', 'hikingadventures', 'noregrets', 'roadtrip', 'beach', 'vacationmodeon']",38,-0.146666666666667,-5.57333333333333
community cluster 1146,"['newyearseve', 'buffet', 'lecker', 'foodporn', 'mongolianbbq', 'celebration', 'newyears', 'sushitime']",34,-0.163934426229508,-5.57377049180328
community cluster 392,"['frühstück', 'wandern', 'hotchocolate', 'coffeelover', 'salami', 'healthyfood', 'coffee', 'nosugar']",46,-0.121212121212121,-5.57575757575757
community cluster 2554,"['2min2mio', 'stayhealthy', 'proud', 'paradise', 'photography', 'relaxing', 'running', 'swimming']",47,-0.11864406779661,-5.57627118644068
community cluster 1926,"['opening', 'drinkcoffeelikewine', 'tribeka', 'coffeecocktail', 'havehere', 'reopening', 'Gewinnspiel', 'BagCoffeeMaker']",17,-0.328125,-5.578125
community cluster 1874,"['international', 'startups', 'supportyourlocal', 'igersgraz', 'dog', 'startupscenegraz', '25grams', 'localbusiness']",49,-0.113924050632911,-5.58227848101266
community cluster 2747,"['goodvibes', 'travel', 'local', 'streetfood', 'familytime', 'mood', 'snapshot']",51.75,-0.107871720116618,-5.58236151603498
community cluster 875,"['grazaustria', 'gebäck', 'backenmachtglücklich', 'brotbacken', 'chocolatecake', 'kuchenliebe']",18.75,-0.297820823244552,-5.58414043583535
community cluster 1134,"['christmas', 'buffet', 'newyear', 'happynewyear', 'nye', 'party', 'asiatisch', 'newyears']",33,-0.169491525423729,-5.59322033898305
community cluster 2955,"['bat', 'happyhalloween2020', 'batshoe', 'happyhalloween', 'batman', 'batshoes', 'newshoes', 'bestcostume']",11,-0.508474576271186,-5.59322033898305
community cluster 2712,"['gewinnspiel', 'goodvibes', 'tasty', 'sonne', 'frühling', 'win', 'kids', 'localbusiness']",52,-0.107692307692308,-5.6
community cluster 490,"['cookies', 'frühstück', 'healthylifestyle', 'cake', 'icetea', 'hotchocolate', 'fruits', 'berries']",40,-0.14,-5.6
community cluster 1249,"['fashionstyle', 'picoftheday', 'style', 'austrianblogger', 'fashionista', 'ootdfashion', 'selflove', 'vacationmode']",38,-0.147540983606557,-5.60655737704918
community cluster 2416,"['throwback', 'sonntag', 'animals', 'entspannen', 'nachhaltig', 'natur', 'nature', 'memories']",58,-0.096774193548387,-5.61290322580646
community cluster 3833,"['uknow', 'womensrights', 'leavenoonebehind', 'humanrights', 'videoshooting', 'againstdeportations', 'berlin', 'hannakristall']",11,-0.510288065843621,-5.61316872427984
community cluster 1438,"['naturephotography', 'styria', 'blogger', 'natur', 'photography', 'steiermark', 'photo', 'visitaustria']",78,-0.071969696969697,-5.61363636363637
community cluster 2870,"['interiordesign', 'lifeisbeautiful', 'relax', 'architecture', 'firstprize', 'relaxing', 'shooting']",33.75,-0.166340508806262,-5.61399217221135
community cluster 154,"['tennis', 'atptenniskitzbühel', 'healthylifestyle', 'ameizing', 'atp', 'sports', 'soccer', 'stayhealthy']",20,-0.280701754385965,-5.6140350877193
community cluster 1370,"['adventure', 'adventuretime', 'travelphotography', 'sundowner', 'natur', 'wanderlust', 'outdoor', 'mountainview']",45,-0.125,-5.625
community cluster 217,"['presents', 'catlover', 'family', 'flowers', 'colours', 'christmastree', 'memories']",39.375,-0.142857142857143,-5.625
community cluster 3685,"['flyinglife', 'styria', 'flyinginnature', 'flyingphotography', 'freizeitingraz', 'austriaadventures', 'natureinthecity', 'outdooradventures']",25,-0.225,-5.625
community cluster 741,"['herzensfreude', 'freude', 'glaubandich', 'soundhorn', 'folgedeinemherzen', 'bewusstheit', 'dubistwertvoll', 'liebe']",22,-0.255696202531646,-5.6253164556962
community cluster 3463,"['lifeisbeautiful', 'summervibes', 'firstprize', 'goodtimes', 'redhighheels', 'share', 'spreadtheword', 'redheels']",37,-0.152173913043478,-5.6304347826087
